grid_id,lat,lon,total_viol,avg_cis,max_cis,weeks_active,months_active,peak_hour,top_vehicle,near_junction,police_station,persistence,hotspot_score,hotspot_rank,tier
12.96_77.583,12.96,77.583,6,2.26295,4.5333,4,4,6,SCOOTER,1,Halasuru Gate,0.1667,0.1295,2104,Medium
12.976_77.584,12.976,77.584,4,2.266675,3.4,4,3,4,PASSENGER AUTO,1,Halasuru Gate,0.1667,0.1294,2105,Medium
12.93_77.586,12.93,77.586,3,2.5925666666666665,3.3333,3,1,10,CAR,1,Jayanagara,0.125,0.1294,2106,Medium
12.997_77.563,12.997,77.563,50,0.8616119999999999,2.125,8,5,10,CAR,0,Malleshwaram,0.3333,0.1294,2107,Medium
12.981_77.56,12.981,77.56,6,1.9370333333333332,3.3333,5,4,2,CAR,1,Magadi Road,0.2083,0.1294,2108,Medium
12.99_77.575,12.99,77.575,18,0.9297388888888888,1.9125,8,5,9,CAR,0,Sheshadripuram,0.3333,0.1292,2109,Medium
12.964_77.57300000000001,12.964,77.57300000000001,26,1.8838423076923076,2.6667,5,4,0,CAR,1,Chamarajpet,0.2083,0.1291,2110,Medium
13.033_77.558,13.033,77.558,64,0.8185578125,3.125,8,5,10,SCOOTER,0,Yeshwanthpura,0.3333,0.1291,2111,Medium
12.921000000000001_77.60000000000001,12.921000000000001,77.60000000000001,9,1.2740555555555555,2.2222,7,3,12,CAR,1,Mico Layout,0.2917,0.1291,2112,Medium
12.942_77.58500000000001,12.942,77.58500000000001,18,0.9256777777777777,1.7,8,5,11,CAR,0,Wilson Garden,0.3333,0.129,2113,Medium
12.959_77.654,12.959,77.654,17,0.927,1.8,8,6,6,MOTOR CYCLE,0,Jeevanbheemanagar,0.3333,0.129,2114,Medium
12.944_77.58,12.944,77.58,7,1.5992,2.8333,6,5,4,CAR,1,Basavanagudi,0.25,0.129,2115,Medium
12.975_77.604,12.975,77.604,64,0.4915109375,1.25,9,4,12,SCOOTER,0,Cubbon Park,0.375,0.129,2116,Medium
12.978_77.58800000000001,12.978,77.58800000000001,6,2.25,3.3333,4,4,4,CAR,1,Cubbon Park,0.1667,0.129,2117,Medium
12.985_77.708,12.985,77.708,19,1.5692947368421053,2.5,6,4,11,MAXI-CAB,0,Mahadevapura,0.25,0.1289,2118,Medium
12.959_77.638,12.959,77.638,6,3.2222166666666667,6.0,1,1,9,CAR,1,Halasur,0.0417,0.1289,2119,Medium
12.989_77.602,12.989,77.602,31,0.8897870967741935,1.875,8,5,2,PASSENGER AUTO,0,Shivajinagar,0.3333,0.1288,2120,Medium
12.955_77.641,12.955,77.641,10,0.9400000000000001,2.5,8,4,5,PASSENGER AUTO,0,Halasur,0.3333,0.1288,2121,Medium
12.987_77.735,12.987,77.735,128,0.33383125,0.8333,9,6,4,MOTOR CYCLE,0,Whitefield,0.375,0.1287,2122,Medium
12.991_77.552,12.991,77.552,12,1.9010916666666666,4.08,5,4,3,MAXI-CAB,1,Rajajinagar,0.2083,0.1285,2123,Medium
12.956_77.69200000000001,12.956,77.69200000000001,12,0.9262916666666667,1.6667,8,4,11,SCOOTER,0,HAL Old Airport,0.3333,0.1285,2124,Medium
12.869_77.537,12.869,77.537,8,1.2578,2.25,7,5,12,PASSENGER AUTO,0,Thalagattapura,0.2917,0.1284,2125,Medium
12.938_77.602,12.938,77.602,20,1.2291599999999998,2.2667,7,4,6,MOTOR CYCLE,1,Adugodi,0.2917,0.1284,2126,Medium
12.969_77.583,12.969,77.583,5,3.2110999999999996,3.7778,1,1,13,LGV,1,Halasuru Gate,0.0417,0.1284,2127,Medium
12.969_77.59700000000001,12.969,77.59700000000001,3,2.8889,3.3333,2,2,6,CAR,1,Cubbon Park,0.0833,0.1283,2128,Medium
12.96_77.557,12.96,77.557,15,1.8888933333333333,3.3333,5,4,2,SCOOTER,1,Chamarajpet,0.2083,0.1283,2129,Medium
12.903_77.642,12.903,77.642,24,1.5428749999999998,2.5,6,4,10,GOODS AUTO,0,HSR Layout,0.25,0.1283,2130,Medium
12.937_77.69200000000001,12.937,77.69200000000001,21,0.8920666666666667,1.5,8,5,4,PASSENGER AUTO,0,HAL Old Airport,0.3333,0.128,2131,Medium
13.048_77.543,13.048,77.543,14,0.9063357142857144,1.3889,8,4,3,CAR,0,Jalahalli,0.3333,0.1279,2132,Medium
12.995000000000001_77.69500000000001,12.995000000000001,77.69500000000001,10,1.23956,1.9125,7,5,10,CAR,0,Mahadevapura,0.2917,0.1279,2133,Medium
12.976_77.563,12.976,77.563,3,2.555533333333333,5.0,3,3,2,CAR,1,Magadi Road,0.125,0.1279,2134,Medium
12.986_77.555,12.986,77.555,6,2.8722333333333334,5.0,2,2,10,SCOOTER,1,Rajajinagar,0.0833,0.1279,2135,Medium
13.004_77.569,13.004,77.569,37,1.1740972972972974,1.875,7,4,8,PASSENGER AUTO,0,Malleshwaram,0.2917,0.1278,2136,Medium
12.969_77.58200000000001,12.969,77.58200000000001,4,3.194425,4.4444,1,1,11,GOODS AUTO,1,Halasuru Gate,0.0417,0.1277,2137,Medium
12.904_77.642,12.904,77.642,33,1.5041060606060606,2.5,6,4,10,LGV,0,HSR Layout,0.25,0.1277,2138,Medium
12.951_77.608,12.951,77.608,12,1.878675,3.3333,5,2,4,CAR,1,Ashok Nagar,0.2083,0.1277,2139,Medium
13.091000000000001_77.59700000000001,13.091000000000001,77.59700000000001,6,2.5416833333333333,4.25,3,1,6,HGV,0,Yelahanka,0.125,0.1277,2140,Medium
12.994_77.69500000000001,12.994,77.69500000000001,11,1.2291545454545454,1.875,7,3,11,PASSENGER AUTO,0,Mahadevapura,0.2917,0.1276,2141,Medium
12.993_77.596,12.993,77.596,21,0.8827380952380953,1.25,8,5,6,CAR,0,High ground,0.3333,0.1276,2142,Medium
12.909_77.60000000000001,12.909,77.60000000000001,36,1.4950666666666668,3.3333,6,3,9,SCOOTER,1,Mico Layout,0.25,0.1276,2143,Medium
12.943_77.608,12.943,77.608,9,2.203711111111111,6.0,4,2,7,SCOOTER,1,Adugodi,0.1667,0.1274,2144,Medium
12.984_77.607,12.984,77.607,11,0.9007636363636364,2.4,8,4,5,SCOOTER,1,Shivajinagar,0.3333,0.1274,2145,Medium
12.979000000000001_77.629,12.979000000000001,77.629,36,1.8138805555555555,3.825,5,4,8,PASSENGER AUTO,0,Halasur,0.2083,0.1274,2146,Medium
12.962_77.59,12.962,77.59,9,1.553088888888889,3.3333,6,3,3,CAR,1,Halasuru Gate,0.25,0.1274,2147,Medium
12.934000000000001_77.623,12.934000000000001,77.623,13,0.8967923076923078,1.25,8,4,9,CAR,0,Adugodi,0.3333,0.1274,2148,Medium
12.948_77.577,12.948,77.577,5,2.53334,3.3333,3,3,3,CAR,1,Basavanagudi,0.125,0.1273,2149,Medium
12.973_77.548,12.973,77.548,24,2.163654166666667,6.0,4,3,10,CAR,1,Magadi Road,0.1667,0.1273,2150,Medium
12.971_77.641,12.971,77.641,10,0.90015,1.7708,8,4,6,CAR,0,Jeevanbheemanagar,0.3333,0.1273,2151,Medium
12.907_77.586,12.907,77.586,5,2.85552,3.3333,2,2,9,CAR,1,J.P. Nagar,0.0833,0.1272,2152,Medium
12.968_77.65,12.968,77.65,22,1.193440909090909,2.7778,7,5,7,CAR,0,Jeevanbheemanagar,0.2917,0.1272,2153,Medium
13.006_77.577,13.006,77.577,1,3.1875,3.1875,1,1,10,MAXI-CAB,0,Sadashivanagar,0.0417,0.1271,2154,Medium
12.985_77.48,12.985,77.48,30,0.8487433333333333,1.6667,8,5,11,CAR,0,Kamakshipalya,0.3333,0.1271,2155,Medium
12.979000000000001_77.572,12.979000000000001,77.572,9,1.871588888888889,3.4,5,3,1,CAR,1,Upparpet,0.2083,0.1271,2156,Medium
12.975_77.622,12.975,77.622,18,0.8752277777777777,2.25,8,4,4,CAR,0,Halasur,0.3333,0.1271,2157,Medium
13.047_77.57300000000001,13.047,77.57300000000001,17,0.5508529411764705,0.9,9,4,2,CAR,0,Kodigehalli,0.375,0.127,2158,Medium
12.973_77.61,12.973,77.61,13,1.2054461538461538,1.875,7,3,7,CAR,0,Ashok Nagar,0.2917,0.1268,2159,Medium
12.991_77.601,12.991,77.601,70,0.74144,1.875,8,5,2,CAR,0,Shivajinagar,0.3333,0.1266,2160,Medium
12.944_77.595,12.944,77.595,5,2.1900199999999996,4.25,4,2,4,PASSENGER AUTO,1,Wilson Garden,0.1667,0.1266,2161,Medium
12.975_77.549,12.975,77.549,10,1.8544399999999999,3.4,5,4,11,CAR,1,Magadi Road,0.2083,0.1266,2162,Medium
12.973_77.542,12.973,77.542,13,2.1709153846153844,3.3333,4,3,11,CAR,1,Vijayanagara,0.1667,0.1265,2163,Medium
12.976_77.626,12.976,77.626,25,1.813964,3.825,5,3,11,CAR,0,Halasur,0.2083,0.1264,2164,Medium
12.972_77.566,12.972,77.566,10,2.17332,4.4444,4,3,3,CAR,1,Magadi Road,0.1667,0.1264,2165,Medium
12.926_77.551,12.926,77.551,35,1.7923771428571427,5.0,5,4,10,CAR,1,Banashankari,0.2083,0.1264,2166,Medium
12.949_77.57900000000001,12.949,77.57900000000001,8,1.85555,2.2667,5,3,4,CAR,1,V.V.Puram (C.Pet),0.2083,0.1264,2167,Medium
12.971_77.605,12.971,77.605,35,1.4660485714285716,2.6562,6,3,16,CAR,0,Ashok Nagar,0.25,0.1264,2168,Medium
12.982000000000001_77.59400000000001,12.982000000000001,77.59400000000001,6,2.5036833333333335,4.8,3,3,13,CAR,1,Cubbon Park,0.125,0.1262,2169,Medium
12.944_77.60300000000001,12.944,77.60300000000001,5,2.17778,3.7778,4,4,6,SCOOTER,1,Adugodi,0.1667,0.1261,2170,Medium
13.048_77.575,13.048,77.575,62,0.41929032258064514,1.6667,9,5,5,SCOOTER,0,Kodigehalli,0.375,0.126,2171,Medium
12.948_77.598,12.948,77.598,6,2.8240499999999997,5.0,2,2,10,CAR,1,Wilson Garden,0.0833,0.126,2172,Medium
13.033_77.559,13.033,77.559,26,1.1513192307692308,2.6562,7,4,10,SCOOTER,0,Yeshwanthpura,0.2917,0.1259,2173,Medium
12.883000000000001_77.752,12.883000000000001,77.752,17,0.8463882352941177,1.7708,8,4,9,CAR,0,No Police Station,0.3333,0.1259,2174,Medium
12.988_77.572,12.988,77.572,66,0.40479848484848485,1.25,9,6,2,SCOOTER,0,Sheshadripuram,0.375,0.1258,2175,Medium
13.004_77.71300000000001,13.004,77.71300000000001,9,0.8645222222222222,1.5937,8,6,7,PASSENGER AUTO,0,K.R. Pura,0.3333,0.1258,2176,Medium
13.021_77.529,13.021,77.529,8,1.190625,2.5,7,4,2,HGV,0,Yeshwanthpura,0.2917,0.1258,2177,Medium
12.870000000000001_77.537,12.870000000000001,77.537,16,1.16813125,2.5,7,4,11,CAR,0,Thalagattapura,0.2917,0.1257,2178,Medium
12.956_77.71900000000001,12.956,77.71900000000001,13,0.8521307692307692,2.7778,8,4,5,CAR,0,Whitefield,0.3333,0.1257,2179,Medium
12.972_77.596,12.972,77.596,9,2.1592333333333333,2.8333,4,3,9,CAR,1,Cubbon Park,0.1667,0.1257,2180,Medium
12.982000000000001_77.57300000000001,12.982000000000001,77.57300000000001,4,2.1666499999999997,3.3333,4,3,10,PRIVATE BUS,1,Sheshadripuram,0.1667,0.1256,2181,Medium
13.0_77.526,13.0,77.526,19,1.4839157894736843,3.125,6,5,11,CAR,0,Rajajinagar,0.25,0.1256,2182,Medium
13.019_77.559,13.019,77.559,20,0.8325400000000001,1.7708,8,4,1,CAR,0,Yeshwanthpura,0.3333,0.1256,2183,Medium
13.006_77.527,13.006,77.527,21,1.1537666666666666,3.5417,7,5,2,CAR,0,Rajajinagar,0.2917,0.1256,2184,Medium
12.993_77.574,12.993,77.574,31,0.47426129032258063,1.875,9,4,3,MOTOR CYCLE,0,Sheshadripuram,0.375,0.1253,2185,Medium
12.877_77.596,12.877,77.596,28,0.4812571428571429,1.25,9,6,2,SCOOTER,0,Hulimavu,0.375,0.1253,2186,Medium
12.92_77.611,12.92,77.611,7,1.8269857142857142,3.3333,5,3,10,SCOOTER,1,Mico Layout,0.2083,0.1252,2187,Medium
12.978_77.609,12.978,77.609,4,2.479175,4.25,3,3,12,CAR,1,Shivajinagar,0.125,0.1251,2188,Medium
12.928_77.58500000000001,12.928,77.58500000000001,3,2.4814666666666665,5.0,3,2,4,CAR,1,Jayanagara,0.125,0.1251,2189,Medium
13.036_77.736,13.036,77.736,16,1.153125,2.125,7,4,5,CAR,0,K.R. Pura,0.2917,0.1251,2190,Medium
13.002_77.551,13.002,77.551,8,2.4667000000000003,2.6667,3,3,7,CAR,1,Malleshwaram,0.125,0.125,2191,Medium
13.004_77.552,13.004,77.552,5,2.79998,3.3333,2,2,8,CAR,1,Malleshwaram,0.0833,0.125,2192,Medium
12.931000000000001_77.581,12.931000000000001,77.581,2,2.80555,2.8333,2,2,8,CAR,1,Jayanagara,0.0833,0.125,2193,Medium
12.976_77.606,12.976,77.606,7,2.4658571428571427,4.25,3,2,8,CAR,1,Cubbon Park,0.125,0.1249,2194,Medium
12.962_77.614,12.962,77.614,3,3.125,3.125,1,1,17,PASSENGER AUTO,0,Ashok Nagar,0.0417,0.1249,2195,Medium
12.977_77.565,12.977,77.565,10,1.48556,3.3333,6,5,3,SCOOTER,1,Magadi Road,0.25,0.1249,2196,Medium
12.956_77.711,12.956,77.711,24,1.1255208333333333,2.55,7,4,7,MAXI-CAB,0,HAL Old Airport,0.2917,0.1248,2197,Medium
12.959_77.558,12.959,77.558,12,2.7777583333333333,5.0,2,1,8,CAR,1,Chamarajpet,0.0833,0.1248,2198,Medium
12.981_77.557,12.981,77.557,2,2.8,3.3333,2,2,7,CAR,1,Magadi Road,0.0833,0.1248,2199,Medium
13.041_77.617,13.041,77.617,13,0.8288461538461539,1.25,8,4,5,TEMPO,0,Hennuru,0.3333,0.1248,2200,Medium
12.911_77.577,12.911,77.577,18,1.4641944444444444,4.0,6,4,0,SCOOTER,1,J.P. Nagar,0.25,0.1248,2201,Medium
12.98_77.538,12.98,77.538,16,1.79165,4.4444,5,4,3,CAR,1,Magadi Road,0.2083,0.1247,2202,Medium
12.937_77.699,12.937,77.699,1,3.125,3.125,1,1,9,PASSENGER AUTO,0,HAL Old Airport,0.0417,0.1247,2203,Medium
12.989_77.729,12.989,77.729,1,3.125,3.125,1,1,8,PASSENGER AUTO,0,Mahadevapura,0.0417,0.1247,2204,Medium
13.049_77.548,13.049,77.548,21,1.1247428571428573,2.0833,7,4,6,CAR,0,Jalahalli,0.2917,0.1245,2205,Medium
12.962_77.569,12.962,77.569,3,3.1111333333333335,4.0,1,1,7,CAR,1,Chamarajpet,0.0417,0.1244,2206,Medium
12.96_77.571,12.96,77.571,3,2.4629666666666665,2.8333,3,2,7,CAR,1,V.V.Puram (C.Pet),0.125,0.1244,2207,Medium
12.96_77.562,12.96,77.562,26,2.0816269230769233,4.0,4,3,2,CAR,1,Chamarajpet,0.1667,0.1243,2208,Medium
12.935_77.69200000000001,12.935,77.69200000000001,17,0.8063764705882353,1.8,8,6,4,MAXI-CAB,0,HAL Old Airport,0.3333,0.1243,2209,Medium
12.985_77.581,12.985,77.581,2,2.78885,4.4444,2,2,2,CAR,1,High ground,0.0833,0.1243,2210,Medium
12.916_77.623,12.916,77.623,11,1.1423,2.7778,7,5,10,MOPED,0,Mico Layout,0.2917,0.1242,2211,Medium
12.898_77.675,12.898,77.675,28,0.4516464285714286,0.85,9,5,4,SCOOTER,0,Bellandur,0.375,0.1242,2212,Medium
12.948_77.574,12.948,77.574,3,2.4555666666666665,5.0,3,3,2,PASSENGER AUTO,1,V.V.Puram (C.Pet),0.125,0.1241,2213,Medium
12.977_77.57000000000001,12.977,77.57000000000001,3,2.4555666666666665,4.0,3,2,1,PASSENGER AUTO,1,Chamarajpet,0.125,0.1241,2214,Medium
12.907_77.676,12.907,77.676,10,0.8150000000000001,1.25,8,6,8,CAR,0,Bellandur,0.3333,0.124,2215,Medium
12.907_77.635,12.907,77.635,26,1.0993,2.5,7,4,10,SCOOTER,0,HSR Layout,0.2917,0.1239,2216,Medium
13.0_77.682,13.0,77.682,11,1.1306636363636364,2.125,7,4,2,CAR,0,Mahadevapura,0.2917,0.1238,2217,Medium
12.94_77.58500000000001,12.94,77.58500000000001,15,0.7970666666666666,1.25,8,4,11,CAR,0,Wilson Garden,0.3333,0.1238,2218,Medium
12.98_77.595,12.98,77.595,12,1.7777833333333335,3.3333,5,2,7,CAR,1,Cubbon Park,0.2083,0.1238,2219,Medium
12.899000000000001_77.676,12.899000000000001,77.676,19,0.7886,2.0,8,4,7,SCOOTER,0,Bellandur,0.3333,0.1238,2220,Medium
12.977_77.58500000000001,12.977,77.58500000000001,3,2.444433333333333,3.3333,3,3,2,CAR,1,Halasuru Gate,0.125,0.1237,2221,Medium
13.005_77.757,13.005,77.757,12,0.80295,1.875,8,5,3,SCOOTER,0,Mahadevapura,0.3333,0.1237,2222,Medium
12.899000000000001_77.634,12.899000000000001,77.634,19,1.1079,2.5,7,3,10,CAR,0,HSR Layout,0.2917,0.1236,2223,Medium
13.003_77.635,13.003,77.635,10,1.12812,4.1667,7,4,8,SCOOTER,0,Banaswadi,0.2917,0.1236,2224,Medium
13.001_77.678,13.001,77.678,25,0.770076,1.7708,8,3,4,CAR,0,Mahadevapura,0.3333,0.1236,2225,Medium
12.969_77.62,12.969,77.62,11,2.4242636363636367,2.6667,3,3,0,HGV,1,Halasur,0.125,0.1236,2226,Medium
13.095_77.59400000000001,13.095,77.59400000000001,28,0.43385,1.25,9,6,5,SCOOTER,0,Yelahanka,0.375,0.1235,2227,Medium
12.968_77.568,12.968,77.568,9,1.7777777777777777,2.6667,5,4,2,PASSENGER AUTO,1,Chamarajpet,0.2083,0.1235,2228,Medium
13.013_77.7,13.013,77.7,8,0.8072875,1.25,8,4,3,CAR,0,K.R. Pura,0.3333,0.1235,2229,Medium
12.961_77.558,12.961,77.558,13,2.4153923076923074,6.6667,3,2,1,HGV,1,Chamarajpet,0.125,0.1235,2230,Medium
12.967_77.601,12.967,77.601,5,2.4333400000000003,2.8333,3,3,6,CAR,1,Ashok Nagar,0.125,0.1234,2231,Medium
13.019_77.539,13.019,77.539,17,1.1040411764705882,2.0,7,5,4,LGV,0,Rajajinagar,0.2917,0.1233,2232,Medium
12.993_77.57000000000001,12.993,77.57000000000001,19,0.7763105263157895,1.25,8,5,9,CAR,0,Malleshwaram,0.3333,0.1233,2233,Medium
12.979000000000001_77.609,12.979000000000001,77.609,12,2.7388833333333333,5.1,2,2,11,CAR,1,Shivajinagar,0.0833,0.1233,2234,Medium
12.983_77.595,12.983,77.595,9,1.7703777777777776,4.8,5,3,6,SCOOTER,1,Cubbon Park,0.2083,0.1232,2235,Medium
12.967_77.611,12.967,77.611,3,2.4333,3.3333,3,2,7,CAR,1,Ashok Nagar,0.125,0.1232,2236,Medium
12.958_77.58,12.958,77.58,16,1.75278125,2.6667,5,3,1,GOODS AUTO,1,City Market,0.2083,0.1232,2237,Medium
12.914_77.568,12.914,77.568,2,3.0833,3.3333,1,1,9,CAR,1,K.S. Layout,0.0417,0.1232,2238,Medium
12.97_77.584,12.97,77.584,2,3.0833,3.3333,1,1,10,CAR,1,Halasuru Gate,0.0417,0.1232,2239,Medium
12.943_77.747,12.943,77.747,16,1.10423125,2.125,7,5,5,HGV,0,Whitefield,0.2917,0.1232,2240,Medium
12.977_77.547,12.977,77.547,7,1.7707857142857144,4.0,5,3,11,SCOOTER,1,Magadi Road,0.2083,0.1231,2241,Medium
12.939_77.593,12.939,77.593,11,1.1121272727272726,1.875,7,4,9,PASSENGER AUTO,0,Wilson Garden,0.2917,0.1231,2242,Medium
12.932_77.61,12.932,77.61,13,1.106823076923077,2.0,7,5,2,SCOOTER,1,Mico Layout,0.2917,0.1231,2243,Medium
12.906_77.58200000000001,12.906,77.58200000000001,12,2.4074333333333335,2.6667,3,3,7,CAR,1,J.P. Nagar,0.125,0.1231,2244,Medium
12.96_77.638,12.96,77.638,13,1.7572538461538463,4.4444,5,4,11,SCOOTER,1,Halasur,0.2083,0.1231,2245,Medium
12.984_77.752,12.984,77.752,16,0.77811875,2.0,8,4,2,BUS (BMTC/KSRTC),0,Whitefield,0.3333,0.1231,2246,Medium
12.902000000000001_77.661,12.902000000000001,77.661,19,0.44574210526315794,1.25,9,4,11,SCOOTER,0,Bellandur,0.375,0.1231,2247,Medium
12.892_77.639,12.892,77.639,19,0.7703947368421052,2.125,8,4,2,CAR,0,HSR Layout,0.3333,0.1231,2248,Medium
12.961_77.534,12.961,77.534,7,3.066642857142857,3.4,1,1,11,PASSENGER AUTO,1,Vijayanagara,0.0417,0.123,2249,Medium
12.956_77.73,12.956,77.73,12,1.1057249999999998,2.8333,7,5,0,CAR,0,Whitefield,0.2917,0.1229,2250,Medium
12.907_77.69800000000001,12.907,77.69800000000001,21,0.7597285714285714,2.125,8,4,12,SCOOTER,0,Bellandur,0.3333,0.1229,2251,Medium
12.961_77.596,12.961,77.596,36,0.7222527777777777,2.0,8,3,4,SCOOTER,1,Ashok Nagar,0.3333,0.1228,2252,Medium
12.991_77.57900000000001,12.991,77.57900000000001,2,2.75,2.8333,2,2,6,CAR,1,Sheshadripuram,0.0833,0.1228,2253,Medium
12.907_77.637,12.907,77.637,9,1.4333333333333333,2.5,6,3,1,LGV,0,HSR Layout,0.25,0.1228,2254,Medium
12.965_77.749,12.965,77.749,6,1.7638833333333332,2.0833,5,4,7,CAR,0,Whitefield,0.2083,0.1227,2255,Medium
12.976_77.604,12.976,77.604,2,2.74475,2.8333,2,2,8,CAR,1,Cubbon Park,0.0833,0.1226,2256,Medium
12.975_77.605,12.975,77.605,22,0.750090909090909,3.4,8,5,12,CAR,1,Cubbon Park,0.3333,0.1226,2257,Medium
12.892_77.572,12.892,77.572,14,1.0919642857142857,2.5,7,4,13,CAR,0,Thalagattapura,0.2917,0.1226,2258,Medium
12.952_77.606,12.952,77.606,6,1.75925,3.3333,5,2,13,SCOOTER,1,Ashok Nagar,0.2083,0.1225,2259,Medium
12.993_77.559,12.993,77.559,72,1.2784083333333334,5.0,6,2,3,SCOOTER,1,Rajajinagar,0.25,0.1225,2260,Medium
12.961_77.561,12.961,77.561,25,1.7146800000000002,4.0,5,4,3,SCOOTER,1,Chamarajpet,0.2083,0.1225,2261,Medium
12.975_77.69800000000001,12.975,77.69800000000001,19,1.4043842105263158,3.0,6,4,6,CAR,0,Mahadevapura,0.25,0.1225,2262,Medium
12.903_77.625,12.903,77.625,19,0.7518157894736842,1.5937,8,4,10,SCOOTER,0,Madiwala,0.3333,0.1224,2263,Medium
12.976_77.71000000000001,12.976,77.71000000000001,22,1.0681818181818181,1.8,7,3,3,MAXI-CAB,0,Mahadevapura,0.2917,0.1224,2264,Medium
12.922_77.622,12.922,77.622,27,0.7317111111111111,2.2222,8,4,0,SCOOTER,1,Madiwala,0.3333,0.1223,2265,Medium
13.193_77.681,13.193,77.681,12,0.765275,1.25,8,4,8,CAR,0,Devanahalli Airport,0.3333,0.1223,2266,Medium
13.024000000000001_77.549,13.024000000000001,77.549,14,1.0828714285714285,2.0833,7,5,4,CAR,0,Yeshwanthpura,0.2917,0.1222,2267,Medium
12.986_77.55,12.986,77.55,11,1.7373727272727273,2.6667,5,4,3,CAR,1,Rajajinagar,0.2083,0.1221,2268,Medium
13.19_77.646,13.19,77.646,12,1.0842500000000002,2.0833,7,3,1,CAR,0,Chikkajala,0.2917,0.1221,2269,Medium
12.984_77.537,12.984,77.537,6,2.0666333333333333,3.3333,4,3,1,CAR,1,Kamakshipalya,0.1667,0.1219,2270,Medium
12.944_77.59400000000001,12.944,77.59400000000001,11,1.7298,5.0,5,3,3,SCOOTER,1,Wilson Garden,0.2083,0.1218,2271,Medium
13.099_77.577,13.099,77.577,72,0.6067125,1.875,8,4,4,CAR,0,Yelahanka,0.3333,0.1216,2272,Medium
12.98_77.629,12.98,77.629,19,2.3505421052631577,3.825,3,3,8,CAR,0,Halasur,0.125,0.1215,2273,Medium
13.005_77.581,13.005,77.581,18,1.0527,1.7708,7,5,8,CAR,0,Sadashivanagar,0.2917,0.1214,2274,Medium
12.987_77.568,12.987,77.568,23,1.040395652173913,1.875,7,4,8,PASSENGER AUTO,0,Sheshadripuram,0.2917,0.1214,2275,Medium
12.974_77.626,12.974,77.626,10,0.74583,1.25,8,4,5,CAR,0,Halasur,0.3333,0.1214,2276,Medium
12.956_77.696,12.956,77.696,12,1.0670166666666667,2.5,7,5,11,CAR,0,HAL Old Airport,0.2917,0.1214,2277,Medium
12.974_77.596,12.974,77.596,11,1.7171454545454545,3.3333,5,3,3,OTHERS,1,Cubbon Park,0.2083,0.1214,2278,Medium
12.97_77.615,12.97,77.615,14,1.7103,2.8333,5,4,4,CAR,1,Halasur,0.2083,0.1214,2279,Medium
12.952_77.595,12.952,77.595,5,2.0533200000000003,3.3333,4,4,4,CAR,1,Wilson Garden,0.1667,0.1213,2280,Medium
13.021_77.657,13.021,77.657,15,0.73166,2.25,8,5,3,CAR,0,Hennuru,0.3333,0.1213,2281,Medium
12.983_77.602,12.983,77.602,16,2.02779375,5.0,4,4,9,SCOOTER,1,Shivajinagar,0.1667,0.1213,2282,Medium
12.973_77.569,12.973,77.569,9,2.0407444444444445,2.6667,4,4,21,CAR,1,Chamarajpet,0.1667,0.1212,2283,Medium
13.121_77.632,13.121,77.632,30,1.01661,2.125,7,4,0,MAXI-CAB,0,Yelahanka,0.2917,0.1211,2284,Medium
13.005_77.549,13.005,77.549,8,1.71805,3.3333,5,5,5,CAR,1,Malleshwaram,0.2083,0.1211,2285,Medium
12.982000000000001_77.589,12.982000000000001,77.589,9,1.7160555555555554,2.8333,5,4,8,SCOOTER,1,Cubbon Park,0.2083,0.1211,2286,Medium
12.967_77.589,12.967,77.589,6,2.0444166666666668,3.3333,4,4,5,CAR,1,Halasuru Gate,0.1667,0.121,2287,Medium
12.976_77.697,12.976,77.697,6,2.36875,3.0,3,1,6,MAXI-CAB,0,Mahadevapura,0.125,0.121,2288,Medium
12.956_77.717,12.956,77.717,11,1.0531545454545455,1.7708,7,4,3,CAR,0,Whitefield,0.2917,0.1208,2289,Medium
13.022_77.584,13.022,77.584,13,1.0475307692307694,1.6667,7,4,8,CAR,0,Sadashivanagar,0.2917,0.1208,2290,Medium
12.975_77.587,12.975,77.587,4,2.69165,4.25,2,2,7,PASSENGER AUTO,1,Halasuru Gate,0.0833,0.1208,2291,Medium
12.895_77.638,12.895,77.638,22,1.0261318181818182,1.5,7,2,12,MAXI-CAB,0,HSR Layout,0.2917,0.1208,2292,Medium
13.019_77.655,13.019,77.655,10,0.73,1.8,8,6,1,CAR,0,Banaswadi,0.3333,0.1207,2293,Medium
12.904_77.702,12.904,77.702,16,1.03775625,2.25,7,4,8,CAR,0,Bellandur,0.2917,0.1207,2294,Medium
12.998000000000001_77.555,12.998000000000001,77.555,5,2.3599799999999997,3.3333,3,3,8,CAR,1,Rajajinagar,0.125,0.1206,2295,Medium
12.981_77.601,12.981,77.601,17,1.3578470588235294,3.3333,6,4,8,SCOOTER,1,Shivajinagar,0.25,0.1206,2296,Medium
12.997_77.562,12.997,77.562,18,0.7082111111111111,1.875,8,6,5,CAR,0,Malleshwaram,0.3333,0.1206,2297,Medium
12.933_77.601,12.933,77.601,8,1.7013624999999999,3.3333,5,3,3,CAR,1,Mico Layout,0.2083,0.1205,2298,Medium
13.006_77.581,13.006,77.581,22,1.0168545454545455,1.7708,7,5,7,CAR,0,Sadashivanagar,0.2917,0.1204,2299,Medium
12.914_77.61,12.914,77.61,10,1.36888,3.3333,6,4,12,SCOOTER,1,Mico Layout,0.25,0.1204,2300,Medium
